INSERT INTO possui (codigoEMecIES, codigoEMecCurso, quantidade) VALUES
(129, 1204, 307),
(129, 1088, 307),
(129, 1335, 307),
(129, 1182, 307),
(129, 1120, 307),
(129, 1157, 307),
(129, 1064, 307),
(129, 1009, 307),
(129, 1196, 307),
(129, 1007, 307),
(129, 1092, 307),
(129, 1307, 307),
(129, 1280, 307),
(129, 1135, 307),
(129, 1026, 307),
(129, 1177, 307),
(129, 1077, 307),
(129, 1078, 307),
(129, 1360, 307),
(129, 1083, 307),
(129, 1065, 307),
(129, 1352, 307),
(129, 1105, 307),
(129, 1274, 307),
(129, 1117, 307),
(129, 1265, 307),
(129, 1125, 307),
(129, 1295, 307),
(129, 1043, 307),
(129, 1075, 307),
(129, 1209, 307),
(129, 1242, 307),
(129, 1067, 307),
(129, 1045, 307),
(129, 1085, 307),
(129, 1033, 307),
(129, 1211, 307),
(129, 1193, 307),
(129, 1094, 307),
(129, 1081, 307),
(129, 1232, 307),
(129, 1068, 307),
(129, 1229, 307),
(129, 1038, 307),
(129, 1258, 307),
(129, 1291, 307),
(129, 1194, 307),
(129, 1049, 307),
(129, 1263, 307),
(129, 1240, 307),
(129, 1110, 307),
(129, 1179, 307),
(129, 1186, 307),
(129, 1156, 307),
(129, 1174, 307),
(129, 1096, 307),
(129, 1052, 307),
(129, 1060, 307),
(129, 1176, 307),
(129, 1383, 307),
(129, 1131, 307),
(129, 1252, 307),
(129, 1282, 307),
(129, 1178, 307),
(129, 1224, 307),
(129, 1023, 307),
(129, 1334, 307),
(129, 1112, 307),
(129, 1027, 307),
(129, 1332, 307),
(129, 1118, 307),
(129, 1012, 307),
(129, 1290, 307),
(129, 1162, 307),
(129, 1000, 307),
(129, 1226, 307),
(129, 1130, 307),
(129, 1044, 307),
(129, 1087, 307),
(129, 1080, 307),
(129, 1122, 307),
(129, 1347, 307),
(129, 1128, 307),
(129, 1020, 307),
(129, 1254, 307),
(129, 1024, 307),
(129, 1268, 307),
(129, 1275, 307),
(129, 1353, 307),
(129, 1161, 307),
(129, 1355, 307),
(129, 1016, 307),
(129, 1164, 307),
(129, 1237, 307),
(129, 1084, 307),
(129, 1111, 307),
(129, 1113, 307),
(129, 1302, 307),
(129, 1136, 307),
(129, 1327, 307),
(129, 1073, 307),
(129, 1320, 307),
(129, 1055, 307),
(129, 1363, 307),
(129, 1195, 307),
(129, 1103, 307),
(129, 1089, 307),
(129, 1354, 307),
(129, 1296, 307),
(129, 1079, 307),
(129, 1277, 307),
(129, 1155, 307),
(129, 1313, 307),
(129, 1304, 307),
(129, 1061, 307),
(129, 1267, 307),
(129, 1287, 307),
(129, 1264, 307),
(129, 1047, 307),
(129, 1266, 307),
(129, 1169, 307),
(129, 1202, 307),
(129, 1349, 307),
(129, 1072, 307),
(129, 1348, 307),
(129, 1294, 307),
(129, 1324, 307),
(129, 1008, 307),
(129, 1236, 307),
(129, 1054, 307),
(129, 1303, 307),
(129, 1371, 307),
(129, 1147, 307),
(129, 1311, 307),
(129, 1099, 307),
(129, 1018, 307),
(129, 1300, 307),
(129, 1247, 307),
(129, 1293, 307),
(129, 1146, 307),
(129, 1261, 307),
(129, 1170, 307),
(129, 1323, 307),
(129, 1345, 307),
(129, 1350, 307),
(129, 1297, 307),
(129, 1312, 307),
(129, 1344, 307),
(129, 1260, 307),
(129, 1283, 307),
(129, 1230, 307),
(129, 1019, 307),
(129, 1029, 307),
(129, 1359, 307),
(129, 1006, 307),
(129, 1095, 307),
(129, 1288, 307),
(129, 1243, 307),
(129, 1057, 307),
(129, 1346, 307),
(129, 1319, 307),
(129, 1188, 307),
(130, 1377, 374),
(130, 1070, 374),
(130, 1103, 374),
(130, 1096, 374),
(130, 1042, 374),
(130, 1242, 374),
(130, 1288, 374),
(130, 1306, 374),
(130, 1319, 374),
(130, 1045, 374),
(130, 1257, 374),
(130, 1363, 374),
(130, 1343, 374),
(130, 1248, 374),
(130, 1061, 374),
(130, 1309, 374),
(130, 1270, 374),
(130, 1350, 374),
(130, 1169, 374),
(130, 1035, 374),
(130, 1240, 374),
(130, 1258, 374),
(130, 1210, 374),
(130, 1331, 374),
(130, 1125, 374),
(130, 1327, 374),
(130, 1298, 374),
(130, 1196, 374),
(130, 1050, 374),
(130, 1371, 374),
(130, 1166, 374),
(130, 1072, 374),
(130, 1284, 374),
(130, 1315, 374),
(130, 1378, 374),
(130, 1328, 374),
(130, 1121, 374),
(130, 1292, 374),
(130, 1221, 374),
(130, 1119, 374),
(130, 1325, 374),
(130, 1156, 374),
(130, 1224, 374),
(130, 1083, 374),
(130, 1147, 374),
(130, 1275, 374),
(130, 1012, 374),
(130, 1179, 374),
(130, 1349, 374),
(130, 1114, 374),
(130, 1006, 374),
(130, 1300, 374),
(130, 1115, 374),
(130, 1183, 374),
(130, 1205, 374),
(130, 1333, 374),
(130, 1049, 374),
(130, 1048, 374),
(130, 1230, 374),
(130, 1370, 374),
(130, 1171, 374),
(130, 1261, 374),
(130, 1164, 374),
(130, 1329, 374),
(130, 1281, 374),
(130, 1066, 374),
(130, 1200, 374),
(130, 1029, 374),
(130, 1358, 374),
(130, 1176, 374),
(130, 1260, 374),
(130, 1099, 374),
(130, 1198, 374),
(130, 1353, 374),
(130, 1326, 374),
(130, 1062, 374),
(130, 1217, 374),
(130, 1345, 374),
(130, 1019, 374),
(130, 1216, 374),
(130, 1241, 374),
(130, 1278, 374),
(130, 1367, 374),
(130, 1079, 374),
(130, 1076, 374),
(130, 1151, 374),
(130, 1301, 374),
(130, 1041, 374),
(130, 1030, 374),
(130, 1237, 374),
(130, 1131, 374),
(130, 1211, 374),
(130, 1342, 374),
(130, 1310, 374),
(130, 1087, 374),
(130, 1184, 374),
(130, 1227, 374),
(130, 1264, 374),
(130, 1009, 374),
(130, 1067, 374),
(130, 1259, 374),
(130, 1014, 374),
(130, 1111, 374),
(130, 1106, 374),
(130, 1203, 374),
(130, 1073, 374),
(130, 1122, 374),
(130, 1075, 374),
(130, 1380, 374),
(130, 1372, 374),
(130, 1347, 374),
(130, 1361, 374),
(130, 1190, 374),
(130, 1346, 374),
(130, 1226, 374),
(130, 1098, 374),
(130, 1024, 374),
(130, 1117, 374),
(130, 1339, 374),
(130, 1057, 374),
(130, 1172, 374),
(130, 1273, 374),
(130, 1175, 374),
(130, 1255, 374),
(130, 1252, 374),
(130, 1191, 374),
(130, 1135, 374),
(130, 1365, 374),
(130, 1085, 374),
(130, 1180, 374),
(130, 1250, 374),
(130, 1152, 374),
(130, 1005, 374),
(130, 1018, 374),
(130, 1074, 374),
(130, 1154, 374),
(130, 1355, 374),
(130, 1082, 374),
(130, 1317, 374),
(130, 1167, 374),
(130, 1013, 374),
(130, 1249, 374),
(130, 1297, 374),
(130, 1228, 374),
(130, 1286, 374),
(130, 1296, 374),
(130, 1231, 374),
(130, 1262, 374),
(130, 1313, 374),
(130, 1311, 374),
(130, 1097, 374),
(130, 1238, 374),
(130, 1220, 374),
(130, 1060, 374),
(130, 1142, 374),
(130, 1247, 374),
(130, 1289, 374),
(130, 1359, 374),
(130, 1120, 374),
(130, 1068, 374),
(130, 1263, 374),
(130, 1279, 374),
(130, 1354, 374),
(130, 1256, 374),
(130, 1077, 374),
(130, 1381, 374),
(130, 1020, 374),
(130, 1294, 374),
(130, 1126, 374),
(130, 1334, 374),
(130, 1303, 374),
(130, 1202, 374),
(130, 1036, 374),
(130, 1130, 374),
(130, 1276, 374),
(130, 1139, 374),
(130, 1173, 374),
(130, 1322, 374),
(130, 1080, 374),
(130, 1282, 374),
(130, 1144, 374),
(130, 1373, 374),
(130, 1308, 374),
(130, 1271, 374),
(130, 1110, 374),
(130, 1038, 374),
(130, 1001, 374),
(130, 1149, 374),
(130, 1065, 374),
(130, 1109, 374),
(130, 1134, 374),
(130, 1316, 374),
(130, 1148, 374),
(130, 1318, 374),
(130, 1100, 374),
(130, 1285, 374),
(130, 1332, 374),
(130, 1140, 374),
(130, 1011, 374),
(130, 1267, 374),
(130, 1088, 374),
(130, 1314, 374),
(130, 1002, 374),
(130, 1092, 374),
(130, 1138, 374),
(130, 1157, 374),
(130, 1021, 374),
(130, 1269, 374),
(130, 1320, 374),
(130, 1369, 374),
(130, 1051, 374),
(130, 1330, 374),
(130, 1192, 374),
(130, 1245, 374),
(130, 1177, 374),
(130, 1218, 374),
(130, 1360, 374),
(130, 1201, 374),
(130, 1031, 374),
(130, 1214, 374),
(130, 1063, 374),
(130, 1336, 374),
(130, 1209, 374),
(130, 1193, 374),
(130, 1366, 374),
(130, 1168, 374),
(130, 1181, 374),
(130, 1078, 374),
(130, 1185, 374),
(130, 1108, 374),
(130, 1305, 374),
(130, 1112, 374),
(130, 1133, 374),
(130, 1368, 374),
(130, 1235, 374),
(130, 1132, 374),
(130, 1236, 374),
(130, 1162, 374),
(130, 1118, 374),
(130, 1090, 374),
(130, 1274, 374),
(130, 1239, 374),
(130, 1253, 374),
(130, 1047, 374),
(130, 1225, 374),
(130, 1356, 374),
(130, 1290, 374),
(130, 1357, 374),
(130, 1107, 374),
(130, 1199, 374),
(130, 1053, 374),
(130, 1352, 374),
(130, 1295, 374),
(130, 1243, 374),
(130, 1128, 374),
(130, 1039, 374),
(130, 1116, 374),
(130, 1280, 374),
(130, 1246, 374),
(130, 1182, 374),
(130, 1046, 374),
(130, 1127, 374),
(130, 1379, 374),
(130, 1362, 374),
(130, 1000, 374),
(130, 1094, 374),
(130, 1382, 374),
(130, 1055, 374),
(130, 1093, 374),
(130, 1016, 374),
(130, 1206, 374),
(130, 1204, 374),
(130, 1254, 374),
(130, 1141, 374),
(130, 1101, 374),
(130, 1321, 374),
(130, 1244, 374),
(130, 1212, 374),
(130, 1145, 374),
(130, 1323, 374),
(130, 1054, 374),
(130, 1161, 374),
(130, 1232, 374),
(130, 1007, 374),
(130, 1188, 374),
(130, 1058, 374),
(130, 1208, 374),
(130, 1008, 374),
(130, 1187, 374),
(130, 1089, 374),
(130, 1374, 374),
(130, 1233, 374),
(130, 1194, 374),
(130, 1165, 374),
(130, 1344, 374),
(130, 1222, 374),
(130, 1299, 374),
(130, 1004, 374),
(130, 1178, 374),
(130, 1213, 374),
(130, 1287, 374),
(130, 1219, 374),
(130, 1153, 374),
(130, 1052, 374),
(130, 1348, 374),
(130, 1059, 374),
(130, 1150, 374),
(130, 1337, 374),
(130, 1113, 374),
(130, 1034, 374),
(130, 1017, 374),
(130, 1189, 374),
(130, 1341, 374),
(130, 1376, 374),
(130, 1023, 374),
(130, 1234, 374),
(130, 1022, 374),
(130, 1102, 374),
(130, 1064, 374),
(130, 1028, 374),
(130, 1010, 374),
(130, 1265, 374),
(130, 1026, 374),
(130, 1033, 374),
(130, 1104, 374),
(130, 1037, 374),
(130, 1207, 374),
(130, 1195, 374),
(130, 1003, 374),
(130, 1170, 374),
(130, 1143, 374),
(130, 1174, 374),
(130, 1266, 374),
(130, 1291, 374),
(130, 1032, 374),
(130, 1304, 374),
(130, 1136, 374),
(130, 1084, 374),
(130, 1338, 374),
(130, 1272, 374),
(130, 1186, 374),
(130, 1043, 374),
(130, 1044, 374),
(130, 1015, 374),
(130, 1340, 374),
(130, 1027, 374),
(130, 1163, 374),
(130, 1268, 374),
(130, 1383, 374),
(130, 1229, 374),
(130, 1137, 374),
(130, 1197, 374),
(130, 1159, 374),
(130, 1095, 374),
(130, 1293, 374),
(130, 1335, 374),
(130, 1158, 374),
(130, 1091, 374),
(130, 1155, 374),
(130, 1025, 374),
(130, 1251, 374),
(130, 1312, 374),
(130, 1086, 374),
(130, 1283, 374),
(130, 1124, 374),
(130, 1375, 374),
(130, 1129, 374),
(130, 1081, 374),
(130, 1069, 374),
(130, 1302, 374),
(130, 1215, 374),
(130, 1277, 374),
(130, 1123, 374),
(130, 1040, 374),
(131, 1362, 125),
(131, 1118, 125),
(131, 1361, 125),
(131, 1303, 125),
(131, 1079, 125),
(131, 1195, 125),
(131, 1350, 125),
(131, 1075, 125),
(131, 1371, 125),
(131, 1138, 125),
(131, 1215, 125),
(131, 1326, 125),
(131, 1019, 125),
(131, 1357, 125),
(131, 1140, 125),
(131, 1191, 125),
(131, 1231, 125),
(131, 1145, 125),
(131, 1037, 125),
(131, 1130, 125),
(131, 1124, 125),
(131, 1343, 125),
(131, 1024, 125),
(131, 1235, 125),
(131, 1204, 125),
(131, 1202, 125),
(131, 1051, 125),
(131, 1219, 125),
(131, 1171, 125),
(131, 1110, 125),
(131, 1086, 125),
(131, 1302, 125),
(131, 1003, 125),
(131, 1158, 125),
(131, 1309, 125),
(131, 1374, 125),
(131, 1278, 125),
(131, 1320, 125),
(131, 1101, 125),
(131, 1062, 125),
(131, 1011, 125),
(131, 1339, 125),
(131, 1001, 125),
(131, 1004, 125),
(131, 1190, 125),
(131, 1104, 125),
(131, 1085, 125),
(131, 1185, 125),
(131, 1045, 125),
(131, 1028, 125),
(131, 1039, 125),
(131, 1347, 125),
(131, 1120, 125),
(131, 1288, 125),
(131, 1049, 125),
(131, 1068, 125),
(131, 1180, 125),
(131, 1055, 125),
(131, 1210, 125),
(131, 1167, 125),
(131, 1250, 125),
(131, 1072, 125),
(131, 1364, 125),
(131, 1064, 125),
(131, 1093, 125),
(131, 1269, 125),
(131, 1344, 125),
(131, 1027, 125),
(131, 1116, 125),
(131, 1305, 125),
(131, 1058, 125),
(131, 1263, 125),
(131, 1260, 125),
(131, 1023, 125),
(131, 1209, 125),
(131, 1125, 125),
(131, 1265, 125),
(131, 1293, 125),
(131, 1201, 125),
(131, 1193, 125),
(131, 1296, 125),
(131, 1268, 125),
(131, 1206, 125),
(131, 1240, 125),
(131, 1014, 125),
(131, 1197, 125),
(131, 1053, 125),
(131, 1242, 125),
(131, 1246, 125),
(131, 1065, 125),
(131, 1132, 125),
(131, 1022, 125),
(131, 1299, 125),
(131, 1356, 125),
(131, 1070, 125),
(131, 1220, 125),
(131, 1151, 125),
(131, 1100, 125),
(131, 1294, 125),
(131, 1234, 125),
(131, 1105, 125),
(131, 1008, 125),
(131, 1187, 125),
(131, 1224, 125),
(131, 1067, 125),
(131, 1113, 125),
(131, 1194, 125),
(131, 1031, 125),
(131, 1013, 125),
(131, 1382, 125),
(131, 1264, 125),
(131, 1043, 125),
(131, 1256, 125),
(131, 1223, 125),
(131, 1313, 125),
(131, 1059, 125),
(131, 1152, 125),
(131, 1159, 125),
(131, 1006, 125),
(131, 1238, 125),
(131, 1332, 125),
(131, 1322, 125),
(131, 1029, 125),
(131, 1000, 125),
(131, 1052, 125),
(132, 1312, 359),
(132, 1307, 359),
(132, 1015, 359),
(132, 1069, 359),
(132, 1043, 359),
(132, 1282, 359),
(132, 1329, 359),
(132, 1039, 359),
(132, 1107, 359),
(132, 1290, 359),
(132, 1108, 359),
(132, 1176, 359),
(132, 1381, 359),
(132, 1150, 359),
(132, 1045, 359),
(132, 1313, 359),
(132, 1090, 359),
(132, 1330, 359),
(132, 1315, 359),
(132, 1162, 359),
(132, 1113, 359),
(132, 1299, 359),
(132, 1057, 359),
(132, 1217, 359),
(132, 1054, 359),
(132, 1298, 359),
(132, 1240, 359),
(132, 1187, 359),
(132, 1097, 359),
(132, 1165, 359),
(132, 1106, 359),
(132, 1289, 359),
(132, 1079, 359),
(132, 1305, 359),
(132, 1308, 359),
(132, 1326, 359),
(132, 1027, 359),
(132, 1035, 359),
(132, 1183, 359),
(132, 1333, 359),
(132, 1164, 359),
(132, 1012, 359),
(132, 1081, 359),
(132, 1173, 359),
(132, 1093, 359),
(132, 1115, 359),
(132, 1242, 359),
(132, 1071, 359),
(132, 1340, 359),
(132, 1345, 359),
(132, 1137, 359),
(132, 1006, 359),
(132, 1024, 359),
(132, 1211, 359),
(132, 1017, 359),
(132, 1144, 359),
(132, 1153, 359),
(132, 1052, 359),
(132, 1246, 359),
(132, 1207, 359),
(132, 1188, 359),
(132, 1190, 359),
(132, 1229, 359),
(132, 1040, 359),
(132, 1295, 359),
(132, 1023, 359),
(132, 1271, 359),
(132, 1268, 359),
(132, 1316, 359),
(132, 1086, 359),
(132, 1103, 359),
(132, 1327, 359),
(132, 1030, 359),
(132, 1025, 359),
(132, 1297, 359),
(132, 1335, 359),
(132, 1353, 359),
(132, 1362, 359),
(132, 1336, 359),
(132, 1128, 359),
(132, 1300, 359),
(132, 1195, 359),
(132, 1013, 359),
(132, 1084, 359),
(132, 1357, 359),
(132, 1254, 359),
(132, 1209, 359),
(132, 1269, 359),
(132, 1161, 359),
(132, 1136, 359),
(132, 1089, 359),
(132, 1087, 359),
(132, 1078, 359),
(132, 1277, 359),
(132, 1293, 359),
(132, 1139, 359),
(132, 1038, 359),
(132, 1143, 359),
(132, 1230, 359),
(132, 1047, 359),
(132, 1184, 359),
(132, 1224, 359),
(132, 1014, 359),
(132, 1061, 359),
(132, 1095, 359),
(132, 1018, 359),
(132, 1222, 359),
(132, 1257, 359),
(132, 1377, 359),
(132, 1338, 359),
(132, 1185, 359),
(132, 1201, 359),
(132, 1206, 359),
(132, 1323, 359),
(132, 1070, 359),
(132, 1227, 359),
(132, 1122, 359),
(132, 1204, 359),
(132, 1374, 359),
(132, 1138, 359),
(132, 1236, 359),
(132, 1216, 359),
(132, 1076, 359),
(132, 1281, 359),
(132, 1125, 359),
(132, 1063, 359),
(132, 1160, 359),
(132, 1149, 359),
(132, 1075, 359),
(132, 1068, 359),
(132, 1116, 359),
(132, 1155, 359),
(132, 1088, 359),
(132, 1169, 359),
(132, 1142, 359),
(132, 1121, 359),
(132, 1214, 359),
(132, 1199, 359),
(132, 1186, 359),
(132, 1037, 359),
(132, 1306, 359),
(132, 1280, 359),
(132, 1205, 359),
(132, 1004, 359),
(132, 1287, 359),
(132, 1319, 359),
(132, 1272, 359),
(132, 1225, 359),
(132, 1360, 359),
(132, 1378, 359),
(132, 1310, 359),
(132, 1129, 359),
(132, 1123, 359),
(132, 1159, 359),
(132, 1233, 359),
(132, 1154, 359),
(132, 1284, 359),
(132, 1091, 359),
(132, 1083, 359),
(132, 1373, 359),
(132, 1270, 359),
(132, 1111, 359),
(132, 1064, 359),
(132, 1016, 359),
(132, 1265, 359),
(132, 1145, 359),
(132, 1003, 359),
(132, 1060, 359),
(132, 1347, 359),
(132, 1002, 359),
(132, 1368, 359),
(132, 1379, 359),
(132, 1232, 359),
(132, 1102, 359),
(132, 1032, 359),
(132, 1331, 359),
(132, 1179, 359),
(132, 1219, 359),
(132, 1228, 359),
(132, 1273, 359),
(132, 1311, 359),
(132, 1248, 359),
(132, 1126, 359),
(132, 1247, 359),
(132, 1120, 359),
(132, 1317, 359),
(132, 1085, 359),
(132, 1104, 359),
(132, 1241, 359),
(132, 1194, 359),
(132, 1354, 359),
(132, 1210, 359),
(132, 1019, 359),
(132, 1334, 359),
(132, 1009, 359),
(132, 1278, 359),
(132, 1332, 359),
(132, 1114, 359),
(132, 1100, 359),
(132, 1208, 359),
(132, 1112, 359),
(132, 1193, 359),
(132, 1320, 359),
(132, 1318, 359),
(132, 1053, 359),
(132, 1356, 359),
(132, 1163, 359),
(132, 1291, 359),
(132, 1007, 359),
(132, 1244, 359),
(132, 1231, 359),
(132, 1170, 359),
(132, 1175, 359),
(132, 1341, 359),
(132, 1245, 359),
(132, 1010, 359),
(132, 1350, 359),
(132, 1151, 359),
(132, 1364, 359),
(132, 1255, 359),
(132, 1197, 359),
(132, 1361, 359),
(132, 1067, 359),
(132, 1021, 359),
(132, 1181, 359),
(132, 1279, 359),
(132, 1020, 359),
(132, 1124, 359),
(132, 1029, 359),
(132, 1237, 359),
(132, 1226, 359),
(132, 1141, 359),
(132, 1132, 359),
(132, 1349, 359),
(132, 1157, 359),
(132, 1073, 359),
(132, 1355, 359),
(132, 1167, 359),
(132, 1375, 359),
(132, 1301, 359),
(132, 1256, 359),
(132, 1358, 359),
(132, 1369, 359),
(132, 1261, 359),
(132, 1274, 359),
(132, 1158, 359),
(132, 1223, 359),
(132, 1275, 359),
(132, 1156, 359),
(132, 1366, 359),
(132, 1203, 359),
(132, 1005, 359),
(132, 1283, 359),
(132, 1383, 359),
(132, 1251, 359),
(132, 1177, 359),
(132, 1044, 359),
(132, 1202, 359),
(132, 1168, 359),
(132, 1140, 359),
(132, 1094, 359),
(132, 1192, 359),
(132, 1074, 359),
(132, 1028, 359),
(132, 1359, 359),
(132, 1166, 359),
(132, 1371, 359),
(132, 1127, 359),
(132, 1011, 359),
(132, 1343, 359),
(132, 1026, 359),
(132, 1048, 359),
(132, 1260, 359),
(132, 1322, 359),
(132, 1049, 359),
(132, 1200, 359),
(132, 1262, 359),
(132, 1221, 359),
(132, 1174, 359),
(132, 1328, 359),
(132, 1235, 359),
(132, 1239, 359),
(132, 1117, 359),
(132, 1105, 359),
(132, 1110, 359),
(132, 1059, 359),
(132, 1382, 359),
(132, 1191, 359),
(132, 1263, 359),
(132, 1051, 359),
(132, 1189, 359),
(132, 1365, 359),
(132, 1243, 359),
(132, 1196, 359),
(132, 1252, 359),
(132, 1325, 359),
(132, 1062, 359),
(132, 1215, 359),
(132, 1380, 359),
(132, 1041, 359),
(132, 1238, 359),
(132, 1288, 359),
(132, 1302, 359),
(132, 1376, 359),
(132, 1367, 359),
(132, 1080, 359),
(132, 1344, 359),
(132, 1099, 359),
(132, 1034, 359),
(132, 1055, 359),
(132, 1348, 359),
(132, 1266, 359),
(132, 1352, 359),
(132, 1314, 359),
(132, 1339, 359),
(132, 1303, 359),
(132, 1098, 359),
(132, 1065, 359),
(132, 1096, 359),
(132, 1212, 359),
(132, 1036, 359),
(132, 1342, 359),
(132, 1042, 359),
(132, 1131, 359),
(132, 1134, 359),
(132, 1001, 359),
(132, 1370, 359),
(132, 1072, 359),
(132, 1351, 359),
(132, 1324, 359),
(132, 1294, 359),
(132, 1118, 359),
(132, 1250, 359),
(132, 1109, 359),
(132, 1346, 359),
(132, 1258, 359),
(132, 1372, 359),
(132, 1008, 359),
(132, 1056, 359),
(132, 1101, 359),
(132, 1182, 359),
(132, 1172, 359),
(132, 1363, 359),
(132, 1147, 359),
(132, 1264, 359),
(132, 1259, 359),
(132, 1000, 359),
(132, 1031, 359),
(132, 1337, 359),
(132, 1321, 359),
(132, 1058, 359),
(132, 1033, 359),
(132, 1286, 359),
(132, 1198, 359),
(132, 1050, 359),
(132, 1292, 359),
(132, 1146, 359),
(132, 1119, 359),
(132, 1253, 359),
(133, 1073, 292),
(133, 1224, 292),
(133, 1289, 292),
(133, 1032, 292),
(133, 1197, 292),
(133, 1153, 292),
(133, 1066, 292),
(133, 1328, 292),
(133, 1151, 292),
(133, 1016, 292),
(133, 1097, 292),
(133, 1163, 292),
(133, 1118, 292),
(133, 1372, 292),
(133, 1031, 292),
(133, 1019, 292),
(133, 1337, 292),
(133, 1329, 292),
(133, 1135, 292),
(133, 1309, 292),
(133, 1268, 292),
(133, 1274, 292),
(133, 1195, 292),
(133, 1257, 292),
(133, 1213, 292),
(133, 1147, 292),
(133, 1232, 292),
(133, 1098, 292),
(133, 1166, 292),
(133, 1187, 292),
(133, 1222, 292),
(133, 1052, 292),
(133, 1087, 292),
(133, 1037, 292),
(133, 1186, 292),
(133, 1112, 292),
(133, 1063, 292),
(133, 1230, 292),
(133, 1130, 292),
(133, 1190, 292),
(133, 1239, 292),
(133, 1216, 292),
(133, 1361, 292),
(133, 1233, 292),
(133, 1013, 292),
(133, 1291, 292),
(133, 1287, 292),
(133, 1182, 292),
(133, 1343, 292),
(133, 1154, 292),
(133, 1007, 292),
(133, 1059, 292),
(133, 1120, 292),
(133, 1179, 292),
(133, 1042, 292),
(133, 1174, 292),
(133, 1028, 292),
(133, 1017, 292),
(133, 1010, 292),
(133, 1046, 292),
(133, 1099, 292),
(133, 1220, 292),
(133, 1022, 292),
(133, 1229, 292),
(133, 1146, 292),
(133, 1267, 292),
(133, 1293, 292),
(133, 1240, 292),
(133, 1208, 292),
(133, 1132, 292),
(133, 1369, 292),
(133, 1080, 292),
(133, 1083, 292),
(133, 1009, 292),
(133, 1164, 292),
(133, 1160, 292),
(133, 1314, 292),
(133, 1055, 292),
(133, 1336, 292),
(133, 1030, 292),
(133, 1315, 292),
(133, 1171, 292),
(133, 1090, 292),
(133, 1366, 292),
(133, 1085, 292),
(133, 1296, 292),
(133, 1358, 292),
(133, 1375, 292),
(133, 1279, 292),
(133, 1306, 292),
(133, 1203, 292),
(133, 1356, 292),
(133, 1115, 292),
(133, 1299, 292),
(133, 1204, 292),
(133, 1286, 292),
(133, 1169, 292),
(133, 1371, 292),
(133, 1292, 292),
(133, 1310, 292),
(133, 1373, 292),
(133, 1281, 292),
(133, 1324, 292),
(133, 1223, 292),
(133, 1108, 292),
(133, 1104, 292),
(133, 1129, 292),
(133, 1127, 292),
(133, 1294, 292),
(133, 1333, 292),
(133, 1321, 292),
(133, 1207, 292),
(133, 1250, 292),
(133, 1089, 292),
(133, 1238, 292),
(133, 1254, 292),
(133, 1050, 292),
(133, 1280, 292),
(133, 1278, 292),
(133, 1021, 292),
(133, 1249, 292),
(133, 1234, 292),
(133, 1011, 292),
(133, 1215, 292),
(133, 1074, 292),
(133, 1033, 292),
(133, 1211, 292),
(133, 1038, 292),
(133, 1131, 292),
(133, 1094, 292),
(133, 1317, 292),
(133, 1217, 292),
(133, 1192, 292),
(133, 1376, 292),
(133, 1338, 292),
(133, 1159, 292),
(133, 1227, 292),
(133, 1302, 292),
(133, 1285, 292),
(133, 1092, 292),
(133, 1156, 292),
(133, 1235, 292),
(133, 1251, 292),
(133, 1275, 292),
(133, 1116, 292),
(133, 1045, 292),
(133, 1339, 292),
(133, 1170, 292),
(133, 1178, 292),
(133, 1262, 292),
(133, 1165, 292),
(133, 1355, 292),
(133, 1370, 292),
(133, 1237, 292),
(133, 1095, 292),
(133, 1128, 292),
(133, 1088, 292),
(133, 1051, 292),
(133, 1270, 292),
(133, 1025, 292),
(133, 1172, 292),
(133, 1259, 292),
(133, 1283, 292),
(133, 1134, 292),
(133, 1252, 292),
(133, 1175, 292),
(133, 1297, 292),
(133, 1288, 292),
(133, 1351, 292),
(133, 1177, 292),
(133, 1176, 292),
(133, 1155, 292),
(133, 1271, 292),
(133, 1029, 292),
(133, 1359, 292),
(133, 1053, 292),
(133, 1261, 292),
(133, 1091, 292),
(133, 1269, 292),
(133, 1133, 292),
(133, 1122, 292),
(133, 1054, 292),
(133, 1202, 292),
(133, 1332, 292),
(133, 1004, 292),
(133, 1185, 292),
(133, 1304, 292),
(133, 1311, 292),
(133, 1117, 292),
(133, 1003, 292),
(133, 1123, 292),
(133, 1191, 292),
(133, 1380, 292),
(133, 1103, 292),
(133, 1110, 292),
(133, 1320, 292),
(133, 1137, 292),
(133, 1264, 292),
(133, 1312, 292),
(133, 1196, 292),
(133, 1305, 292),
(133, 1102, 292),
(133, 1072, 292),
(133, 1034, 292),
(133, 1374, 292),
(133, 1344, 292),
(133, 1026, 292),
(133, 1139, 292),
(133, 1020, 292),
(133, 1111, 292),
(133, 1105, 292),
(133, 1006, 292),
(133, 1114, 292),
(133, 1335, 292),
(133, 1247, 292),
(133, 1265, 292),
(133, 1198, 292),
(133, 1075, 292),
(133, 1062, 292),
(133, 1049, 292),
(133, 1326, 292),
(133, 1068, 292),
(133, 1330, 292),
(133, 1241, 292),
(133, 1064, 292),
(133, 1001, 292),
(133, 1136, 292),
(133, 1188, 292),
(133, 1141, 292),
(133, 1106, 292),
(133, 1381, 292),
(133, 1303, 292),
(133, 1364, 292),
(133, 1100, 292),
(133, 1167, 292),
(133, 1353, 292),
(133, 1348, 292),
(133, 1277, 292),
(133, 1181, 292),
(133, 1121, 292),
(133, 1323, 292),
(133, 1322, 292),
(133, 1056, 292),
(133, 1325, 292),
(133, 1258, 292),
(133, 1040, 292),
(133, 1084, 292),
(133, 1272, 292),
(133, 1282, 292),
