INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (42, 10709, 3720, 12, 6136, 4.8, 1.2, 2.25, 'Estadual', 'Universidade de São Paulo', 'Universidade', 31.29, 3.89, 18.0, 3.96, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (114, 10140, 3504, 16, 8182, 2.69, 3.08, 4.52, 'Privada', 'Universidade Veiga de Almeida', 'Escola de Governo', 10.65, 1.18, 13.52, 1.67, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (117, 15749, 3927, 14, 10925, 2.74, 2.78, 2.97, 'Federal', 'Universidade Federal do Amapá', 'Centro Universitário', 13.7, 1.17, NULL, 2.13, 'AP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (112, 18189, 3276, 8, 14181, 4.39, 2.47, 1.72, 'Privada', 'Universidade Potiguar', 'Universidade', 7.85, 1.15, 15.53, 1.26, 'RN');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (84, 10432, 3102, 10, 15481, 2.66, 3.69, 1.9, 'Estadual', 'Universidade do Estado de Minas Gerais', 'Universidade', 18.08, 2.02, 7.13, 0.99, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (178, 14434, 3539, 7, 21653, 1.57, 3.04, 4.74, 'Federal', 'Universidade Federal do Oeste do Pará', 'Escola de Governo', 8.21, 1.7, NULL, 2.67, 'PA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (83, 15347, 3969, 11, 14666, 2.22, 3.2, 2.58, 'Federal', 'Universidade Federal do Oeste da Bahia', 'Faculdade', 15.42, 0.04, 4.02, 1.57, 'BA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (86, 17376, 3979, 5, 20037, 4.5, 2.56, 3.51, 'Federal', 'Universidade Federal do Sul da Bahia', 'Universidade', 13.82, 1.99, 2.01, 2.04, 'BA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (191, 18551, 3287, 15, 24878, 1.81, 3.84, 2.74, 'Privada', 'Universidade de Uberaba', 'Escola de Governo', 16.32, 1.13, 10.14, 0.66, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (23, 15030, 3702, 14, 20036, 1.77, 4.86, 2.76, 'Privada', 'Universidade Metodista de São Paulo', 'Centro Universitário', 17.26, 0.25, 11.42, 0.34, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (101, 11962, 3828, 4, 27944, 4.92, 4.4, 4.71, 'Privada', 'Universidade Comunitária da Região de Chapecó', 'Faculdade', 12.3, 0.81, 7.13, 1.24, 'SC');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (79, 18614, 3230, 17, 6479, 2.53, 3.77, 2.26, 'Privada', 'Universidade de Araraquara', 'Escola de Governo', 8.54, 2.24, 5.39, 1.78, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (61, 11513, 3625, 15, 21727, 2.62, 3.09, 4.73, 'Federal', 'Universidade Federal do Cariri', 'Faculdade', 15.83, 0.24, 0.55, 1.83, 'CE');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (169, 19825, 3799, 4, 7208, 4.21, 4.34, 2.84, 'Privada', 'Universidade Fumec', 'Institutos Federais', 15.92, 0.95, 11.42, 0.72, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (32, 12897, 3815, 20, 17161, 1.37, 2.41, 3.52, 'Federal', 'Universidade da Integração Internacional da Lusofonia Afro-brasileira', 'Institutos Federais', 14.86, 0.86, 2.01, 1.43, 'CE');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (94, 13028, 3961, 16, 29798, 2.11, 2.5, 3.06, 'Privada', 'Universidade de Cuiabá', 'Faculdade', 8.68, 0.73, 13.52, 1.69, 'MT');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (106, 18184, 3478, 6, 14068, 3.72, 1.77, 3.74, 'Privada', 'Universidade Santo Amaro', 'Faculdade', 4.23, 1.36, 7.13, 2.45, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (88, 18591, 3471, 5, 16969, 1.8, 4.75, 3.29, 'Federal', 'Universidade Federal de Roraima', 'Institutos Federais', 13.9, 0.41, 4.02, 1.52, 'RR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (98, 18818, 3576, 1, 7677, 2.54, 4.7, 4.92, 'Privada', 'Universidade Regional Integrada do Alto Uruguai e das Missões', 'Universidade', 8.78, 1.7, 8.59, 0.73, 'RS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (119, 18516, 3529, 5, 27023, 1.44, 4.11, 1.55, 'Privada', 'Universidade Franciscana', 'Faculdade', 12.11, 0.45, 5.39, 0.96, 'RS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (135, 17448, 3418, 9, 5087, 4.63, 1.27, 1.59, 'Privada', 'Universidade José do Rosário Velano', 'Escola de Governo', 12.21, 2.14, 7.13, 0.92, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (145, 12417, 3866, 20, 16351, 1.97, 3.66, 4.26, 'Privada', 'Universidade Católica de Santos', 'Escola de Governo', 17.77, NULL, 7.13, 0.89, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (168, 18914, 3740, 6, 26600, 4.84, 3.54, 3.26, 'Estadual', 'Universidade do Estado do Rio Grande do Norte', 'Universidade', 12.26, 1.28, 7.13, 0.81, 'RN');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (195, 11493, 3968, 20, 24281, 2.44, 1.9, 2.42, 'Privada', 'Universidade Salgado de Oliveira', 'Institutos Federais', 7.22, 0.13, 13.52, 2.45, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (202, 13834, 3585, 8, 8339, 4.53, 4.6, 1.96, 'Estadual', 'Universidade Estadual do Norte do Paraná', 'Escola de Governo', 15.83, 1.19, 5.39, 0.63, 'PR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (18, 16567, 3376, 15, 11603, 2.36, 2.6, 2.2, 'Privada', 'Universidade Paranaense', 'Centro Universitário', 13.13, 1.29, 8.59, 0.38, 'PR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (85, 10797, 3255, 12, 24486, 2.12, 2.43, 5.0, 'Federal', 'Universidade Federal da Integração Latino-americana', 'Institutos Federais', 7.73, 2.5, 2.01, 2.18, 'PR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (78, 14150, 3338, 16, 7615, 3.33, 2.03, 2.63, 'Estadual', 'Universidade Estadual do Paraná', 'Escola de Governo', 17.84, 0.76, 5.39, 0.75, 'PR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (92, 12321, 3431, 12, 27193, 2.55, 3.71, 4.31, 'Privada', 'Universidade Ceuma', 'Escola de Governo', 3.03, 0.19, 11.42, 2.4, 'MA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (26, 19999, 3380, 8, 20458, 3.63, 2.05, 3.52, 'Estadual', 'Universidade Estadual do Rio Grande do Sul', 'Escola de Governo', 13.49, 2.01, 2.01, 1.93, 'RS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (49, 11836, 3118, 14, 7441, 1.56, 3.61, 4.63, 'Federal', 'Universidade Federal do Sul e Sudeste do Pará', 'Universidade', 15.52, 2.36, 0.55, 1.32, 'PA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (110, 19241, 3221, 12, 12136, 3.9, 1.58, 4.72, 'Estadual', 'Universidade Estadual do Maranhão', 'Escola de Governo', 3.43, 2.01, 11.42, 1.1, 'MA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (95, 11969, 3548, 16, 29304, 1.15, 1.71, 4.66, 'Privada', 'Universidade Regional do Noroeste do Estado do Rio Grande do Sul', 'Escola de Governo', 10.34, 1.57, 10.14, 0.1, 'RS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (9, 18276, 3287, 9, 24630, 2.82, 1.5, 2.53, 'Estadual', 'Universidade Estadual Vale do Acaraú', 'Faculdade', 10.97, 0.54, 7.13, 0.8, 'CE');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (134, 12440, 3831, 17, 23418, 2.6, 1.88, 2.71, 'Municipal', 'Universidade de Taubaté', 'Centro Universitário', 9.56, 0.82, 7.13, 1.49, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (37, 16476, 3074, 4, 7525, 4.62, 1.28, 4.3, 'Privada', 'Universidade da Amazônia', 'Universidade', 9.31, 1.14, 14.44, 1.16, 'PA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (190, 14428, 3911, 5, 13621, 1.45, 3.76, 3.09, 'Privada', 'Universidade Tuiuti do Paraná', 'Universidade', 14.99, 0.56, 7.13, 0.68, 'PR');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (167, 18249, 3762, 16, 10033, 1.18, 4.5, 2.97, 'Privada', 'Universidade de Marília', 'Universidade', 11.76, 0.18, 7.13, 0.9, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (35, 15250, 3871, 20, 13606, 2.13, 4.43, 1.43, 'Privada', 'Universidade de Itaúna', 'Centro Universitário', 14.52, 0.99, 5.39, 1.25, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (187, 13801, 3621, 7, 26633, 1.22, 3.36, 4.27, 'Privada', 'Universidade de Mogi das Cruzes', 'Centro Universitário', 3.47, 0.41, 8.59, 2.1, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (150, 12249, 3365, 20, 20289, 4.8, 4.27, 2.45, 'Privada', 'Universidade Anhanguera', 'Universidade', 8.83, 1.96, 10.14, 0.3, 'MS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (100, 13576, 3176, 8, 28748, 4.56, 3.86, 4.76, 'Privada', 'Universidade Católica de Petrópolis', 'Universidade', 16.22, 0.16, 7.13, 0.3, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (68, 10346, 3789, 3, 19015, 3.96, 4.48, 2.04, 'Privada', 'Universidade Católica do Salvador', 'Institutos Federais', 8.46, NULL, 12.15, 1.2, 'BA');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (63, 15683, 3695, 3, 8975, 3.42, 3.3, 2.09, 'Privada', 'Universidade Evangélica de Goiás', 'Centro Universitário', 4.13, 1.68, 8.59, 2.28, 'GO');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (75, 10575, 3766, 14, 23031, 4.76, 2.58, 3.21, 'Privada', 'Universidade Brasil', 'Institutos Federais', 1.18, 1.63, 2.01, 2.21, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (51, 12121, 3023, 17, 26517, 3.74, 3.91, 1.4, 'Privada', 'Universidade Metropolitana de Santos', 'Institutos Federais', 10.11, 1.93, 4.02, 1.96, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (203, 12425, 3188, 5, 27158, 1.93, 4.71, 1.31, 'Privada', 'Universidade Ibirapuera', 'Institutos Federais', 3.14, 0.11, 0.55, 3.35, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (90, 12768, 3996, 18, 21180, 4.23, 3.36, 4.07, 'Municipal', 'Universidade Municipal de São Caetano do Sul', 'Escola de Governo', 14.69, 0.16, 4.02, 0.63, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (31, 10629, 3480, 11, 8192, 2.76, 4.2, 3.36, 'Privada', 'Universidade Castelo Branco', 'Faculdade', 8.36, 0.7, 7.13, 2.14, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (136, 11453, 3322, 10, 7693, 4.67, 1.74, 3.42, 'Privada', 'Universidade de Vassouras', 'Faculdade', 10.91, 1.77, 5.39, 1.59, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (24, 13972, 3773, 13, 9653, 4.76, 3.85, 2.46, 'Federal', 'Universidade Federal de Jataí', 'Escola de Governo', 7.98, 1.56, 2.01, 0.89, 'GO');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (59, 16252, 3128, 9, 23880, 2.01, 2.31, 2.65, 'Privada', 'Universidade Anhanguera de São Paulo', 'Centro Universitário', 1.36, 0.29, 7.13, 1.56, 'SP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (193, 14220, 3386, 13, 6350, 1.32, 4.48, 2.1, 'Federal', 'Universidade Federal do Agreste de Pernambuco', 'Faculdade', 11.13, 2.61, NULL, 1.65, 'PE');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (192, 11305, 3123, 10, 25761, 1.84, 1.51, 1.56, 'Privada', 'Universidade do Vale do Sapucaí', 'Centro Universitário', 3.5, 1.91, 4.02, 0.56, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (64, 19660, 3129, 7, 26338, 3.61, 2.96, 4.91, 'Estadual', 'Universidade Estadual de Ciências da Saúde de Alagoas', 'Faculdade', 5.56, 0.55, 0.55, 1.41, 'AL');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (44, 11676, 3311, 17, 26717, 2.17, 1.37, 1.96, 'Privada', 'Universidade Nilton Lins', 'Centro Universitário', 0.61, NULL, 7.13, 0.97, 'AM');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (143, 13902, 3826, 18, 24541, 1.13, 4.74, 2.8, 'Privada', 'Universidade de Cruz Alta', 'Institutos Federais', 2.46, 1.05, 4.02, 0.51, 'RS');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (139, 12220, 3405, 13, 29246, 3.16, 2.43, 4.82, 'Privada', 'Universidade Vale do Rio Doce', 'Escola de Governo', 7.52, NULL, 7.13, 0.18, 'MG');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (89, 14410, 3575, 5, 25685, 2.24, 2.16, 1.22, 'Municipal', 'Universidade de Rio Verde', 'Faculdade', 2.68, 1.52, 5.39, 0.82, 'GO');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (73, 17328, 3978, 2, 10898, 2.51, 4.04, 1.73, 'Estadual', 'Universidade do Estado do Amapá', 'Faculdade', 5.97, 0.48, NULL, 0.64, 'AP');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (34, 13440, 3856, 5, 29002, 4.75, 2.78, 3.58, 'Estadual', 'Universidade Estadual de Alagoas', 'Escola de Governo', 9.08, NULL, 2.74, 0.24, 'AL');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (109, 10683, 3488, 10, 11527, 4.9, 4.9, 1.81, 'Privada', 'Universidade do Contestado', 'Universidade', 2.04, 1.14, 4.02, 1.41, 'SC');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (130, 19428, 3105, 6, 6667, 2.92, 2.74, 2.69, 'Privada', 'Universidade Santa Úrsula', 'Centro Universitário', 8.71, NULL, 0.55, 0.83, 'RJ');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (72, 13480, 3315, 3, 19486, 1.75, 1.57, 2.21, 'Federal', 'Universidade Federal do Delta do Parnaíba', 'Universidade', 7.75, 0.29, NULL, 1.36, 'PI');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (30, 12886, 3831, 17, 14088, 1.31, 1.86, 4.47, 'Privada', 'Universidade do Planalto Catarinense', 'Faculdade', 1.48, 0.82, 5.39, 0.24, 'SC');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (180, 14110, 3375, 14, 20411, 4.87, 4.75, 2.08, 'Federal', 'Universidade Federal de Catalão', 'Institutos Federais', 8.92, NULL, 2.01, 0.68, 'GO');
INSERT INTO ies (codigoemecies, nlivrosbiblioteca, npcsdisponiveis, nlabs, nalunos, ci, igc, ci_ead, tipo, nome, orgacademica, notaensinoruf, notrufinovacao, notarufmercado, notarufinternacionalizacao, localizacao) VALUES (21, 18189, 3041, 4, 12269, 4.13, 4.55, 3.8, 'Privada', 'Universidade Cândido Mendes', 'Universidade', 0.65, NULL, 10.14, 0.15, 'RJ');
